Source (A),,,,,Source (B),,,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
30506237,,,,,"facebook has an 4x4 van page .Search for it .Always one coming up for sale .Lot of old ambulances , rescue vans ripe for modding to live in .",,,28,99,63.97,30.01,25.77,28,10.71,67.86,35.71,3.57,0,0,0,0,0,0,3.57,3.57,25,3.57,0,0,0,10.71,0,0,0,7.14,3.57,0,0,0,0,0,0,3.57,0,0,0,0,7.14,0,0,0,3.57,3.57,0,3.57,3.57,0,0,3.57,0,3.57,0,0,7.14,3.57,0,3.57,0,0,0,7.14,3.57,17.86,3.57,7.14,7.14,0,3.57,0,3.57,0,0,0,0,0,0,0,0,17.86,14.29,3.57,0,0,0,0,0,0,0,0,0
14088622,,,,,"The town consisted of , probably 25 % white , and the rest mexican .I wish it was n't real , but it is .I lived in a town when I was younger ( here in colorado ) It was tiny , took maybe 30 minutes to walk across the whole town .Where I live now it is n't so bad .",,,54,31.3,17.72,95.96,5.77,54,11.11,85.19,57.41,14.81,7.41,7.41,0,0,0,0,7.41,7.41,9.26,9.26,12.96,7.41,0,18.52,5.56,1.85,3.7,3.7,1.85,1.85,0,1.85,0,0,0,0,0,0,0,0,7.41,0,0,1.85,3.7,0,1.85,3.7,3.7,0,0,3.7,0,3.7,0,0,5.56,0,0,1.85,1.85,1.85,9.26,9.26,1.85,24.07,1.85,14.81,7.41,0,0,0,0,0,0,0,0,0,0,0,0,24.07,7.41,7.41,0,0,0,0,0,0,3.7,3.7,1.85
30560620,,,,,What a cowardly cretin he is .Love how the ape loses so starts going on about how he 's going to shoot him .,,,23,24.89,95.89,1,25.77,23,4.35,82.61,56.52,17.39,13.04,0,0,0,13.04,0,4.35,8.7,13.04,4.35,17.39,13.04,0,21.74,0,0,13.04,0,0,8.7,4.35,4.35,0,0,4.35,17.39,0,0,0,13.04,8.7,0,8.7,0,0,0,0,0,0,0,0,4.35,0,0,0,0,13.04,4.35,4.35,4.35,0,4.35,0,13.04,8.7,17.39,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,13.04,8.7,0,0,0,0,0,0,0,4.35,0,0
14111335,,,,,"DracoI live on Long Island , need to get a new drivers license , but when I do , Im up for travelling .",,,20,78.3,6.7,99,25.77,20,15,75,50,10,10,10,0,0,0,0,0,5,20,10,5,10,0,25,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,5,0,0,0,0,5,0,5,0,0,10,0,0,5,5,0,0,25,0,25,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,20,5,15,0,0,0,0,0,0,0,0,0
31712652,,,,,"You can have a high I.Q. and still have friends , i mean i ai n't a doctor or anything but i 've still got a decent i.q and i have like half my year as friends ( except all foreigners )",,,41,17.29,7.18,99,71.55,20.5,9.76,85.37,60.98,21.95,19.51,17.07,0,2.44,0,0,2.44,7.32,7.32,9.76,4.88,12.2,0,12.2,7.32,4.88,0,2.44,2.44,2.44,2.44,0,0,0,0,7.32,0,4.88,0,0,14.63,2.44,0,0,4.88,2.44,7.32,0,0,0,0,2.44,0,2.44,0,0,12.2,4.88,0,4.88,2.44,0,2.44,12.2,0,9.76,0,2.44,7.32,2.44,0,0,0,0,0,0,0,0,0,0,0,19.51,7.32,2.44,0,0,0,0,0,0,4.88,4.88,0
14082397,,,,,It is 85 % Black and latin American .Truly disgustingThe worst city I have ever seen in person was Miami Florida .,,,20,15.77,50,43.37,1,20,15,75,45,10,5,5,0,0,0,0,5,0,5,15,10,5,0,20,5,5,0,5,0,15,5,10,0,0,0,5,0,0,0,0,10,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,5,0,0,0,0,5,10,10,0,15,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,5
13859214,,,,,Mass white immigration is Ireland 's current scourge and should be slashed by 95-97 % ..Presumably you are not in favour of mass white immigration simply on the shallow account that they are agreeable to your sensibilities ?,,,37,63.24,79.13,21.26,97.99,37,29.73,72.97,48.65,10.81,8.11,0,0,5.41,0,2.7,2.7,2.7,13.51,13.51,2.7,2.7,2.7,13.51,8.11,0,0,5.41,0,5.41,5.41,0,0,0,0,8.11,0,0,0,0,8.11,2.7,0,2.7,0,0,2.7,5.41,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,0,13.51,0,10.81,2.7,0,0,0,2.7,0,0,0,0,0,0,0,0,16.22,5.41,0,0,0,2.7,0,2.7,0,2.7,0,2.7
14072114,,,,,- YouTubeWoman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building .Other shooting at protester Shooting to people in Kiev / ???????? ?? ???????????? ? ?????,,,31,99,50,20.84,25.77,31,35.48,58.06,45.16,6.45,0,0,0,0,0,0,6.45,9.68,25.81,0,3.23,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,6.45,0,0,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,9.68,0,0,0,6.45,3.23,0,6.45,0,12.9,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.23,0,0,0,90.32,0,3.23,0,0,0,3.23
12868154,,,,,"I guess whites will either have to start fighting back or be slowly exterminated .Pretty soon , there 's not going to be anywhere left to run .",,,26,24.14,6.21,99,25.77,26,11.54,92.31,53.85,3.85,3.85,3.85,0,0,0,0,0,0,11.54,15.38,15.38,3.85,3.85,34.62,3.85,3.85,0,0,3.85,7.69,3.85,3.85,0,3.85,0,3.85,0,0,0,0,23.08,0,0,0,15.38,0,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,23.08,11.54,30.77,11.54,11.54,15.38,0,0,0,0,0,3.85,0,0,0,0,0,0,15.38,7.69,3.85,0,0,0,0,0,0,3.85,0,0
14674599,,,,,"If an anti-White submits an ignorant or profane post , then calling him/her a stupid ass , lame brain knucklehead is not a racial slur .",,,25,73.88,21.18,1.59,1,25,20,84,44,8,8,0,0,0,8,0,0,16,0,4,0,12,4,8,8,0,0,0,0,12,0,12,0,4,4,12,0,0,4,4,12,0,0,4,8,0,12,4,4,0,0,12,12,0,0,0,8,0,0,8,0,0,0,4,4,8,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,20,4,8,0,0,0,0,4,0,0,0,4
31775640,,,,,"Peter the Great .Welcome SourceX , I hope you will read more and maybe become a white nationalist , I refrain from calling myself a racist because I do n't hate other races but a white nationalist because I want to preserve my race and culture and to live in a white country .I wish you the best !!!",,,56,58.73,36.03,20.57,97.85,56,19.64,85.71,53.57,17.86,16.07,12.5,0,3.57,0,0,1.79,10.71,7.14,5.36,1.79,10.71,0,16.07,10.71,3.57,0,0,1.79,8.93,7.14,1.79,0,1.79,0,8.93,0,0,0,0,17.86,1.79,5.36,5.36,3.57,0,3.57,5.36,5.36,0,0,1.79,0,1.79,0,0,7.14,1.79,1.79,1.79,3.57,1.79,0,10.71,5.36,3.57,0,3.57,0,1.79,0,0,0,0,0,0,0,0,0,0,0,14.29,3.57,3.57,0,0,0,5.36,0,0,1.79,0,0
30627221,,,,,I plan on posting the above quote after every post until this really funny joke thread is done with .It should be moved to the really funny joke section .,,,29,84.23,15.04,95.26,99,29,6.9,89.66,58.62,10.34,3.45,3.45,0,0,0,0,6.9,6.9,20.69,13.79,6.9,3.45,0,17.24,10.34,3.45,0,0,6.9,13.79,13.79,0,0,0,0,0,0,0,0,0,13.79,0,0,3.45,0,3.45,6.9,0,0,0,0,0,0,0,0,0,6.9,0,3.45,3.45,0,0,6.9,6.9,3.45,24.14,3.45,10.34,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0
31721261,,,,,sorry i forgot to put that im from western mass and my teacher is white but she is strongly against racism and thats why i say something in support of white racism,,,32,16.88,10.58,88.24,81.93,32,18.75,93.75,59.38,25,15.62,12.5,0,0,3.12,0,9.38,0,15.62,12.5,3.12,9.38,0,25,9.38,0,3.12,0,0,9.38,6.25,3.12,0,0,3.12,6.25,0,0,3.12,0,12.5,0,3.12,0,3.12,0,6.25,9.38,6.25,3.12,0,0,0,0,0,0,6.25,0,0,6.25,0,0,3.12,18.75,0,12.5,3.12,9.38,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590680,,,,,"And now Sweden 's down against the nig nogs ... well at least it was very close , and they only lost in overtime ...Aragorn",,,23,60.05,50,80.16,25.77,11.5,13.04,78.26,60.87,8.7,4.35,0,0,0,0,4.35,4.35,4.35,17.39,4.35,17.39,8.7,0,8.7,4.35,4.35,0,0,4.35,8.7,4.35,4.35,0,0,4.35,4.35,0,0,0,0,4.35,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,8.7,0,4.35,4.35,0,0,8.7,4.35,0,21.74,0,17.39,4.35,4.35,0,0,4.35,0,0,4.35,0,0,0,4.35,0,34.78,26.09,4.35,0,0,0,0,0,0,4.35,0,0
13392077,,,,,I'm sure their failure to dig simple bloody pits for their ordure is our fault somehow .Maybe the ghost of King Leopold nicked all their shovels .,,,26,54.88,93.79,1,1,26,15.38,76.92,46.15,19.23,19.23,3.85,3.85,0,0,11.54,0,3.85,11.54,7.69,7.69,0,0,7.69,3.85,0,0,0,3.85,11.54,3.85,7.69,0,0,3.85,19.23,0,0,0,3.85,15.38,0,0,0,7.69,7.69,0,0,0,0,0,3.85,3.85,0,0,0,15.38,3.85,3.85,7.69,0,7.69,0,7.69,0,0,0,0,0,3.85,0,0,0,0,3.85,3.85,3.85,0,0,0,0,11.54,7.69,0,0,0,0,0,0,0,3.85,0,0
30554979,,,,,"we had a great depresion many years a go some went outside the law just to make a living when you cant find a job and have nothing to eat you will do what you have to do , the people i mentioned never went on trial and were never convicted",,,50,35.9,78.82,69.14,63.69,50,10,94,64,12,10,2,2,6,0,0,2,12,10,14,8,6,8,28,2,0,4,0,4,2,2,0,0,0,0,12,0,0,0,0,14,2,2,0,2,6,2,0,0,0,0,4,0,2,0,2,6,2,0,2,2,0,8,18,2,18,6,4,8,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
14108119,,,,,"i'm new to the missiouri ozarks. looking for aryans to talk to , and aryan princesses to meet. i 'm from texas",,,21,99,68.29,13.15,25.77,7,14.29,71.43,47.62,9.52,9.52,9.52,0,0,0,0,0,4.76,28.57,4.76,0,4.76,0,14.29,4.76,0,0,0,0,0,0,0,0,0,0,14.29,0,0,4.76,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,14.29,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,23.81,9.52,4.76,0,0,0,0,0,0,9.52,0,0
14262606,,,,,Sorry the worse working class slum is as Irish as the rest of Ireland.I love Ireland and my people all Irish are my people .,,,25,73.88,50,6.7,1,25,12,76,44,12,12,12,0,0,0,0,0,8,12,8,0,12,0,12,16,12,0,0,4,12,4,8,0,0,4,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,12,4,4,0,0,4,0,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
14098701,,,,,"New to the area .88 Kelly 2056Thanks .So IM me .Hey, I am in Mesa ..I am looking for Brothers and Sisters to hang out with .",,,26,74.94,35.01,98.79,25.77,26,15.38,84.62,57.69,15.38,15.38,15.38,0,0,0,0,0,3.85,23.08,11.54,3.85,7.69,0,19.23,3.85,0,0,3.85,0,0,0,0,0,0,0,11.54,7.69,0,3.85,3.85,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,15.38,0,19.23,3.85,11.54,3.85,0,0,0,0,0,0,3.85,0,0,0,0,0,23.08,19.23,3.85,0,0,0,0,0,0,0,0,0
12845775,,,,,"I like this video : Die Antwoord - `` Fatty Boom Boom '' ( Official Video ) - YouTube Girl dresses in blackface , shows Africa is savage , and makes fun of Lady Gaga .I 've seen interviews of them and they seem trashy .They all smoke like crazy , especially the girl with the Three Stooges haircut .",,,49,85.53,84.63,1.69,25.77,49,18.37,83.67,34.69,12.24,10.2,4.08,0,0,0,6.12,2.04,4.08,10.2,2.04,2.04,4.08,0,12.24,4.08,2.04,0,2.04,2.04,8.16,4.08,4.08,0,2.04,0,14.29,0,0,6.12,0,8.16,2.04,2.04,0,2.04,4.08,0,14.29,8.16,4.08,0,6.12,4.08,2.04,0,4.08,2.04,0,0,2.04,0,0,2.04,8.16,0,2.04,0,2.04,0,2.04,8.16,0,0,0,2.04,0,0,0,0,0,0,32.65,6.12,6.12,2.04,0,0,0,4.08,0,6.12,4.08,4.08
33461989,,,,,"Our ancestors went though millions of years of eating meat , if its bloody good enough for them , its good enough for me .Sorry, but are you gay ?",,,27,36.1,50,33.94,88.52,27,7.41,88.89,51.85,22.22,14.81,3.7,3.7,3.7,0,3.7,7.41,0,14.81,3.7,3.7,11.11,0,11.11,7.41,0,0,3.7,0,11.11,7.41,3.7,0,0,3.7,11.11,0,0,0,0,11.11,0,0,3.7,3.7,0,11.11,0,0,0,0,14.81,3.7,0,3.7,7.41,11.11,3.7,0,0,7.41,0,3.7,3.7,0,7.41,3.7,0,3.7,0,0,0,0,0,0,3.7,3.7,0,0,0,0,18.52,3.7,11.11,0,0,3.7,0,0,0,0,0,0
30837533,,,,,"God 's own divine intervention , aided by Jewish money swindled from the goyim .A Kosher slaughter , blessed by every Rabbi under the sun .",,,23,99,50,2.02,99,23,17.39,73.91,30.43,0,0,0,0,0,0,0,0,13.04,17.39,0,0,0,0,0,0,0,0,0,4.35,8.7,8.7,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,13.04,0,0,13.04,0,0,0,0,0,8.7,0,4.35,4.35,0,0,0,4.35,26.09,4.35,0,0,0,0,0,0,21.74,8.7,8.7,0,0,0,0,0,0,4.35,0,0
13851537,,,,,It seems anytime issues like this are highligted in the Irish Media immigrants in the long run end up staying in Ireland .I sometimes wonder who actually runs this country .,,,30,93.26,36.95,99,25.77,30,26.67,80,46.67,16.67,3.33,3.33,0,0,0,0,13.33,6.67,16.67,3.33,3.33,0,0,20,0,3.33,3.33,0,0,0,0,0,0,0,0,3.33,0,0,0,0,16.67,6.67,0,0,13.33,0,3.33,0,0,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,0,16.67,0,40,10,23.33,10,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
12845773,,,,,Bobby van Jaarsveld - Kyk Waar Is Ons Nou [ Official Music Video ] - YouTube We can all have a dance and feel good for a while .This is your typical Afrikaans music .Robbie is funny and I have no problems with him .There are only two outspoken artists - Steve Hofmeyer and Sunette Bridges .,,,51,27.29,78.36,1,62.94,51,21.57,72.55,45.1,9.8,7.84,1.96,1.96,1.96,1.96,0,1.96,3.92,3.92,13.73,3.92,7.84,1.96,13.73,3.92,0,0,1.96,1.96,5.88,3.92,1.96,0,0,0,7.84,0,0,0,1.96,5.88,1.96,0,1.96,0,1.96,0,7.84,1.96,3.92,1.96,0,0,0,0,0,9.8,3.92,0,1.96,1.96,1.96,0,15.69,0,3.92,1.96,0,1.96,0,11.76,0,0,0,0,0,0,0,0,0,0,17.65,7.84,0,0,0,0,0,5.88,0,0,0,3.92
13857382,,,,,Even if they do stop pouring in most of those that are here have no intention of going back to poland .BULL****!,,,22,21.87,32.48,31.94,25.77,22,9.09,86.36,68.18,13.64,4.55,0,0,0,0,4.55,9.09,0,18.18,13.64,13.64,4.55,4.55,18.18,4.55,4.55,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,13.64,0,4.55,4.55,9.09,0,4.55,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,13.64,4.55,18.18,4.55,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,27.27,4.55,0,0,0,0,4.55,0,0,0,0,18.18
14098544,,,,,Thanks for the tip // lilaBefore I became a skingirl and before I let my hair grow once again .Well at least I was when is was 15 that 's how long ago the picture was taken .,,,36,24.62,13.32,99,98.27,36,8.33,83.33,58.33,13.89,11.11,11.11,0,0,0,0,2.78,8.33,8.33,13.89,11.11,8.33,0,25,5.56,5.56,5.56,5.56,2.78,5.56,5.56,0,0,0,0,0,0,0,0,0,5.56,2.78,2.78,0,0,0,0,2.78,2.78,0,0,0,0,0,0,0,2.78,0,0,0,2.78,0,16.67,8.33,0,22.22,2.78,5.56,13.89,0,0,0,0,0,0,2.78,0,0,0,2.78,0,13.89,5.56,0,0,0,0,0,0,0,2.78,0,5.56
30500196,,,,,"Just wait until they find a school where Asian girls are more violent and stupid than black males , and the leftists will have a plan on how to fight the achievement gap .",,,32,79.58,82.58,55.79,1,32,9.38,93.75,53.12,3.12,3.12,0,0,0,0,3.12,0,12.5,12.5,9.38,9.38,12.5,0,15.62,12.5,6.25,6.25,0,3.12,9.38,0,9.38,0,9.38,0,12.5,0,0,3.12,3.12,9.38,3.12,3.12,0,0,0,3.12,3.12,3.12,0,0,0,0,0,0,0,6.25,0,6.25,0,3.12,0,0,12.5,6.25,15.62,0,9.38,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,3.12,3.12,0,0,0,0,0,0,0,0,0
31704873,,,,,Teach him to be proud of his white heritage and let him know that acting like a wigger is demoralising him ...,,,21,41.91,97.14,1,95.81,21,9.52,80.95,61.9,23.81,19.05,0,0,0,19.05,0,4.76,4.76,14.29,14.29,0,4.76,0,19.05,4.76,4.76,0,0,0,4.76,4.76,0,0,0,0,19.05,0,0,0,19.05,4.76,4.76,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,9.52,0,4.76,4.76,0,0,0,14.29,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
30614073,,,,,"With their age 's they enjoyed the One fish Two fish Red fish Blue fish ..It is a tough one ..Thanks for the idea 's ...We have read almost all the DR. Seuss book 's , some of them more then once .",,,41,87.45,88.86,3.05,96.29,41,2.44,78.05,39.02,12.2,9.76,0,2.44,0,0,7.32,2.44,9.76,7.32,4.88,2.44,2.44,0,9.76,9.76,2.44,0,9.76,7.32,7.32,4.88,0,0,0,0,9.76,0,0,0,0,9.76,2.44,0,0,4.88,2.44,0,4.88,4.88,0,0,0,0,0,0,0,4.88,2.44,0,2.44,0,0,0,7.32,2.44,7.32,0,0,7.32,4.88,2.44,0,0,0,0,0,0,0,0,0,0,31.71,21.95,2.44,0,0,0,0,0,0,7.32,0,0
13392073,,,,,I came to terms with that and the fact that they are better with a spear than I will ever be .,,,21,55.4,17.04,68.01,95.81,21,0,90.48,76.19,23.81,14.29,9.52,0,0,0,4.76,9.52,9.52,19.05,14.29,4.76,4.76,0,19.05,9.52,9.52,0,0,0,4.76,4.76,0,0,0,0,4.76,0,0,0,0,14.29,0,0,0,0,9.52,4.76,0,0,0,0,0,0,0,0,0,4.76,0,4.76,0,4.76,0,4.76,9.52,4.76,9.52,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0
13474768,,,,,Her forehead sticks out her eyes are small and close together her nose at the tip is bulbous I do n't see anything European about her apart from the fact she 's got fair skin .,,,35,60.73,87.34,1.94,78.19,35,14.29,82.86,48.57,20,17.14,2.86,0,0,14.29,0,2.86,5.71,11.43,8.57,2.86,2.86,0,17.14,5.71,0,0,0,0,2.86,2.86,0,0,0,0,17.14,0,0,14.29,0,8.57,0,0,0,2.86,2.86,2.86,11.43,5.71,0,2.86,11.43,11.43,0,0,0,8.57,2.86,0,2.86,2.86,0,2.86,11.43,0,17.14,0,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,2.86,0,0,0,0,0,0,0,5.71,0,0
14673732,,,,,"They should build a PLA , but actually do so inside Africa .Just wondering , hope they take that slogan all the way back to Africa .Are they talking about the African women with huge lip plates ?I hear Liberia is nice this time of the year .",,,45,58.95,74.76,29.55,94.19,45,11.11,82.22,53.33,13.33,8.89,2.22,0,0,0,6.67,4.44,8.89,11.11,8.89,11.11,4.44,0,20,2.22,0,0,0,2.22,4.44,4.44,0,0,0,0,13.33,0,0,2.22,0,13.33,2.22,0,4.44,4.44,2.22,4.44,2.22,0,2.22,0,2.22,2.22,0,0,0,4.44,0,0,2.22,2.22,0,0,13.33,2.22,13.33,0,8.89,6.67,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,4.44,0,0,2.22,0,0,0,0,0,0
30577004,,,,,"You will have to get some space in your apartment. clear out a 6x6 foot space of floor and do floor exercises , stretch , do deep breathing , get a couple of dumbbells .",,,32,93.26,89.42,74.76,25.77,16,15.62,90.62,43.75,6.25,6.25,0,0,6.25,0,0,0,6.25,15.62,12.5,0,3.12,0,18.75,6.25,0,0,3.12,6.25,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,3.12,3.12,0,3.12,3.12,0,0,9.38,6.25,3.12,0,0,6.25,0,0,0,6.25,0,0,15.62,3.12,25,0,25,0,0,3.12,3.12,0,0,0,0,0,0,0,0,0,15.62,6.25,9.38,0,0,0,0,0,0,0,0,0
14410088,,,,,I have and always will fly my rebel flag in my front yard for all to see.I also have it on my truck .,,,24,18.82,1.89,99,1,24,0,91.67,62.5,25,20.83,20.83,0,0,0,0,4.17,0,16.67,12.5,4.17,8.33,0,20.83,0,0,0,0,4.17,4.17,0,4.17,0,4.17,0,0,0,0,0,0,12.5,4.17,0,0,0,8.33,0,4.17,4.17,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,12.5,4.17,20.83,4.17,12.5,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
13865900,,,,,I wonder why the Irish media are so obsessed with this site .We get the occasional mention in papers like the Guardian here and of course journalists look in but as far as I know that 's it .,,,38,71.12,50,81.22,2.51,38,13.16,89.47,57.89,15.79,7.89,5.26,2.63,0,0,0,7.89,7.89,18.42,2.63,7.89,13.16,0,13.16,7.89,7.89,2.63,0,0,2.63,0,2.63,2.63,0,0,5.26,0,0,0,0,13.16,5.26,2.63,0,5.26,0,2.63,2.63,2.63,0,0,0,0,0,0,0,7.89,2.63,0,0,2.63,2.63,0,13.16,0,13.16,0,10.53,2.63,5.26,0,0,0,0,0,0,0,0,0,0,0,7.89,5.26,0,0,0,0,0,0,0,2.63,0,0
14300445,,,,,That is persecution .The media will praise and encourage the non-white establishment while denoucing and degrading the White man 's establishments .,,,22,69.94,91.35,1,94.75,22,27.27,68.18,40.91,4.55,0,0,0,0,0,0,4.55,13.64,0,9.09,0,13.64,0,9.09,9.09,0,0,0,0,13.64,9.09,4.55,0,0,0,13.64,0,0,0,4.55,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,13.64,4.55,4.55,4.55,0,0,0,4.55,4.55,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,4.55,0,4.55,0,0
13482735,,,,,"Blue Bell ice cream has one showing five kids one black playing in the fields and barn .Next the beautiful blonde white mother , grandmother , the 5 kids and an adult black male are sitting around the picnic table .Then the Mother rings the dinner bell on the porch .",,,48,98.69,92.75,7.84,92.4,48,10.42,83.33,33.33,0,0,0,0,0,0,0,0,16.67,6.25,4.17,2.08,6.25,0,8.33,10.42,0,0,8.33,0,4.17,4.17,0,0,0,0,14.58,6.25,0,6.25,2.08,0,0,0,0,0,0,0,16.67,14.58,2.08,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,4.17,2.08,12.5,0,8.33,4.17,0,2.08,2.08,0,0,0,0,0,0,0,0,0,10.42,6.25,4.17,0,0,0,0,0,0,0,0,0
30534421,,,,,"Anyone with half a brain would n't send a bunch of seventy pound women into battle with swords .Yes, not to mention lagathas Amazonian warriors .",,,25,99,78.82,1.59,1,25,20,76,40,4,0,0,0,0,0,0,4,8,20,4,0,0,4,8,0,0,0,8,4,4,0,4,0,4,0,16,0,0,4,0,12,0,0,4,4,0,4,0,0,0,0,4,4,0,0,0,4,0,0,4,0,0,0,4,0,8,4,4,0,0,0,0,0,0,0,4,0,0,4,0,0,16,8,4,0,0,0,0,0,0,4,0,0
14110886,,,,,"Wow, in just two hours you found your white knight .Good luck to you and your knightWell good for you .",,,20,52.71,99,15.86,99,20,5,100,50,25,25,0,0,25,0,0,0,0,15,0,5,5,0,5,5,0,0,5,0,20,20,0,0,0,0,35,0,0,0,10,10,5,0,0,5,0,0,5,5,0,0,0,0,0,0,0,15,0,0,0,15,0,5,0,0,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,0,0,0,0,0,0,0,0,0
13500381,,,,,Are there also serbs who have black hair as well ?Are there any slavs that have black or darker hair color ???,,,21,1,50,1,95.81,21,0,80.95,57.14,9.52,0,0,0,0,0,0,9.52,0,4.76,19.05,19.05,14.29,0,19.05,9.52,9.52,4.76,0,4.76,4.76,4.76,0,0,0,0,4.76,0,0,0,0,9.52,0,0,0,9.52,0,4.76,19.05,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,19.05,0,0,0,0,19.05,0,0,0,0,0,0
30412633,,,,,unfortunately chicago doesnt prove this .. we need to send them all to the poles we could make better use of africa,,,21,68.29,99,1,25.77,10.5,9.52,85.71,47.62,19.05,14.29,0,9.52,0,0,4.76,4.76,4.76,14.29,9.52,0,0,4.76,28.57,4.76,4.76,0,0,4.76,9.52,4.76,4.76,0,0,0,19.05,0,0,0,0,28.57,4.76,9.52,9.52,0,9.52,0,0,0,0,0,0,0,0,0,0,14.29,9.52,4.76,0,4.76,0,0,23.81,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0
30664460,,,,,Don't get yourself into trouble for something that is n't worth it .Apparently white people are the last to go out of their race for dating anyways !,,,27,66.94,93.07,33.94,1,27,18.52,92.59,62.96,18.52,7.41,0,0,3.7,0,3.7,11.11,3.7,22.22,11.11,7.41,0,3.7,18.52,3.7,0,0,0,0,3.7,0,3.7,0,0,0,14.81,0,0,0,0,7.41,0,0,0,7.41,0,0,3.7,3.7,0,0,0,0,0,0,0,11.11,3.7,0,0,3.7,3.7,0,18.52,0,18.52,3.7,7.41,7.41,0,0,0,3.7,0,0,3.7,0,0,0,0,3.7,14.81,3.7,0,0,0,0,3.7,0,0,7.41,0,0
